case,case_name,dim,run,seed,algo,pop,best_fitness,PSRR_DB,penalty,is_feasible,VREF,TC,LOOP_GAIN_DB,PHASE_MARGIN_DEG,GAIN_MARGIN_DB,POWER_UW,viol_vref,viol_tc,viol_loop_gain,viol_phase_margin,viol_gain_margin,viol_power,first_feasible_eval,best_feasible_found,best_feasible_fitness,best_feasible_PSRR,best_feasible_VREF,best_feasible_TC,best_feasible_LOOP_GAIN_DB,best_feasible_PHASE_MARGIN_DEG,best_feasible_GAIN_MARGIN_DB,best_feasible_POWER_UW,runtime_sec,eval_budget,actual_evals,last_improvement_eval,convergence_auc,sim_evals_worker_cum,sim_ok_worker_cum,sim_failures_worker_cum,server_restarts_worker_cum,psrr_def,PSRR_WC_DB,PSRR_100HZ_DB,best_feasible_PSRR_WC_DB,best_feasible_PSRR_100HZ_DB,evaluator_recovers_timeouts,x_w_pdiff,x_r_wdiff,x_l_pdiff,x_r_ldiff,x_w_ncasc,x_r_wcasc,x_l_ncasc,x_r_lcasc,x_w_pmir,x_r_wmir,x_l_pmir,x_r_lmir,x_w_pass,x_l_pass,x_iss,x_vbnv,xf_w_pdiff,xf_r_wdiff,xf_l_pdiff,xf_r_ldiff,xf_w_ncasc,xf_r_wcasc,xf_l_ncasc,xf_r_lcasc,xf_w_pmir,xf_r_wmir,xf_l_pmir,xf_r_lmir,xf_w_pass,xf_l_pass,xf_iss,xf_vbnv,c_VREF_min,c_VREF_max,c_TC_max,c_LoopGain_min,c_PhaseMargin_min,c_GainMargin_min,c_Power_max
highdim,SKY130-BGR-highdim,16,12,324345,ABC,40,-36.09009,36.09009,0,1,1.220823,21.57015,50.1019,67.678,36.773,22.64899,0,0,0,0,0,0,14516.0,1,-36.09009,36.09009,1.220823,21.57015,50.1019,67.678,36.773,22.64899,23754.23407607153,220000,220000,16280.0,49.91424497922832,220001,159147,measure_failed=44022;no_convergence=16832,0,PSRR_worst_case_10Hz_10MHz,36.09009,65.27673,36.09009,65.27673,1,8.495000000000001,0.8027920213574412,1.05,0.8956897313280097,1.0,1.6042728946122695,0.315,0.6888201910609275,9.79,0.6567989750632217,4.87,0.7183775831799712,16.025,2.295,1.4410310066669088,1.1264716077713115,8.495000000000001,0.8027920213574412,1.05,0.8956897313280097,1.0,1.6042728946122695,0.315,0.6888201910609275,9.79,0.6567989750632217,4.87,0.7183775831799712,16.025,2.295,1.4410310066669088,1.1264716077713115,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
highdim,SKY130-BGR-highdim,16,13,325345,ABC,40,-50.27984,50.27984,0,1,1.2214,25.25666,55.6032,60.03,25.4267,39.59775,0,0,0,0,0,0,28716.0,1,-50.27984,50.27984,1.2214,25.25666,55.6032,60.03,25.4267,39.59775,28695.070352269337,220000,220000,123107.0,96.45790644771112,220001,169777,measure_failed=40884;no_convergence=9340,0,PSRR_worst_case_10Hz_10MHz,50.27984,50.27984,50.27984,50.27984,1,7.415,1.331259378380785,0.5,1.00362793798796,1.0,0.7791034269089333,0.38,0.5323307464542745,27.49,0.6605985270138661,1.405,1.017428185896558,34.335,0.77,7.317880666776265,0.9,7.415,1.331259378380785,0.5,1.00362793798796,1.0,0.7791034269089333,0.38,0.5323307464542745,27.49,0.6605985270138661,1.405,1.017428185896558,34.335,0.77,7.317880666776265,0.9,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
highdim,SKY130-BGR-highdim,16,14,326345,ABC,40,-43.94624,43.94624,0,1,1.220844,23.71434,52.7195,60.081,14.406,30.62875,0,0,0,0,0,0,12431.0,1,-43.94624,43.94624,1.220844,23.71434,52.7195,60.081,14.406,30.62875,24731.58788643964,220000,220000,103829.0,35.28191614123994,220001,159633,measure_failed=49145;no_convergence=11223,0,PSRR_worst_case_10Hz_10MHz,43.94624,43.94624,43.94624,43.94624,1,29.62,0.9429740040919068,0.405,0.9578211709492868,1.0,1.931904586400794,0.245,0.7269797294662922,1.925,1.3772013762291426,1.02,1.2347160800412982,60.685,0.345,4.2090189989496185,0.9886512633825684,29.62,0.9429740040919068,0.405,0.9578211709492868,1.0,1.931904586400794,0.245,0.7269797294662922,1.925,1.3772013762291426,1.02,1.2347160800412982,60.685,0.345,4.2090189989496185,0.9886512633825684,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
highdim,SKY130-BGR-highdim,16,15,327345,ABC,40,-41.25968,41.25968,0,1,1.219034,21.567,56.7375,63.758,22.3209,26.42225,0,0,0,0,0,0,14912.0,1,-41.25968,41.25968,1.219034,21.567,56.7375,63.758,22.3209,26.42225,24717.46206014417,220000,220000,199378.0,62.20925923789427,220001,154826,measure_failed=47460;no_convergence=17715,0,PSRR_worst_case_10Hz_10MHz,41.25968,41.41223,41.25968,41.41223,1,17.205000000000002,1.1141574811599342,0.7100000000000001,0.9987615182215768,1.6800000000000002,1.0896880415037786,0.275,0.6703180422935469,4.75,0.8678504558549672,2.365,1.0640824298938794,54.465,0.685,2.7703212339876244,0.9796940297236016,17.205000000000002,1.1141574811599342,0.7100000000000001,0.9987615182215768,1.6800000000000002,1.0896880415037786,0.275,0.6703180422935469,4.75,0.8678504558549672,2.365,1.0640824298938794,54.465,0.685,2.7703212339876244,0.9796940297236016,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
highdim,SKY130-BGR-highdim,16,16,328345,ABC,40,-38.74791,38.74791,0,1,1.221383,24.80546,55.2359,65.502,28.4424,25.81969,0,0,0,0,0,0,8737.0,1,-38.74791,38.74791,1.221383,24.80546,55.2359,65.502,28.4424,25.81969,24635.111121708527,220000,220000,94545.0,27.647407760214804,220001,162809,measure_failed=46344;no_convergence=10848,0,PSRR_worst_case_10Hz_10MHz,38.74791,43.79049,38.74791,43.79049,1,8.155000000000001,0.8125892576851653,1.085,0.925945838280744,2.0700000000000003,0.7505815518554756,0.15,1.9859439645940888,19.235,2.0,2.545,1.6586470122714048,27.045,0.325,2.533208935007485,0.9,8.155000000000001,0.8125892576851653,1.085,0.925945838280744,2.0700000000000003,0.7505815518554756,0.15,1.9859439645940888,19.235,2.0,2.545,1.6586470122714048,27.045,0.325,2.533208935007485,0.9,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
highdim,SKY130-BGR-highdim,16,17,329345,ABC,40,-47.43944,47.43944,0,1,1.218533,22.2125,54.0344,60.169,31.3985,43.18513,0,0,0,0,0,0,13758.0,1,-47.43944,47.43944,1.218533,22.2125,54.0344,60.169,31.3985,43.18513,24720.96233243309,220000,220000,56690.0,32.89064703921155,220001,165272,measure_failed=46128;no_convergence=8601,0,PSRR_worst_case_10Hz_10MHz,47.43944,47.4796,47.43944,47.4796,1,2.59,1.0173432793999218,0.86,0.9929314251001538,1.0,0.9158038003203054,0.22,0.6818181818181818,1.0,1.6370006082851758,3.615,1.5037567879972775,8.0,1.95,8.598814214905172,0.9,2.59,1.0173432793999218,0.86,0.9929314251001538,1.0,0.9158038003203054,0.22,0.6818181818181818,1.0,1.6370006082851758,3.615,1.5037567879972775,8.0,1.95,8.598814214905172,0.9,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
highdim,SKY130-BGR-highdim,16,18,330345,ABC,40,-38.98056,38.98056,0,1,1.22102,10.21501,57.6738,70.476,20.4922,38.66936,0,0,0,0,0,0,10413.0,1,-38.98056,38.98056,1.22102,10.21501,57.6738,70.476,20.4922,38.66936,26587.293290618807,220000,220000,202979.0,28.772943031627417,220001,162459,measure_failed=44818;no_convergence=12724,0,PSRR_worst_case_10Hz_10MHz,38.98056,38.98056,38.98056,38.98056,1,10.03,1.2793474600262744,0.63,0.9994352644008228,2.94,1.6957831463392317,0.215,0.6976744186046512,1.955,1.442609176752126,1.43,1.753394139876288,31.32,1.65,7.000617904140375,0.9298797190861072,10.03,1.2793474600262744,0.63,0.9994352644008228,2.94,1.6957831463392317,0.215,0.6976744186046512,1.955,1.442609176752126,1.43,1.753394139876288,31.32,1.65,7.000617904140375,0.9298797190861072,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
highdim,SKY130-BGR-highdim,16,19,331345,ABC,40,-42.4773,42.4773,0,1,1.219518,8.458384,54.4394,61.389,19.0691,43.06615,0,0,0,0,0,0,31957.0,1,-42.4773,42.4773,1.219518,8.458384,54.4394,61.389,19.0691,43.06615,24490.442069699988,220000,220000,142876.0,117.8216073108514,220001,160903,measure_failed=48272;no_convergence=10826,0,PSRR_worst_case_10Hz_10MHz,42.4773,50.21941,42.4773,50.21941,1,7.105,1.530273166990995,0.65,0.9105714463898724,1.0,2.0,0.25,0.6,1.505,0.7129003185783354,1.165,1.951709611771459,34.400000000000006,0.18,8.541962332392623,1.161967163032548,7.105,1.530273166990995,0.65,0.9105714463898724,1.0,2.0,0.25,0.6,1.505,0.7129003185783354,1.165,1.951709611771459,34.400000000000006,0.18,8.541962332392623,1.161967163032548,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
highdim,SKY130-BGR-highdim,16,20,332345,ABC,40,-51.64451,51.64451,0,1,1.221055,18.80143,53.5406,70.084,24.2142,26.31595,0,0,0,0,0,0,9950.0,1,-51.64451,51.64451,1.221055,18.80143,53.5406,70.084,24.2142,26.31595,25500.77548759989,220000,220000,91258.0,30.348324983177186,220001,161190,measure_failed=47058;no_convergence=11753,0,PSRR_worst_case_10Hz_10MHz,51.64451,52.19584,51.64451,52.19584,1,5.635,1.7717934924258214,0.935,1.23566577845334,1.0,0.955178053106579,0.195,1.155250250469318,5.295,0.5059584216814332,2.62,0.8192349656140919,16.745,1.35,2.7110513272163765,1.2767301046123998,5.635,1.7717934924258214,0.935,1.23566577845334,1.0,0.955178053106579,0.195,1.155250250469318,5.295,0.5059584216814332,2.62,0.8192349656140919,16.745,1.35,2.7110513272163765,1.2767301046123998,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
highdim,SKY130-BGR-highdim,16,21,333345,ABC,40,-41.64617,41.64617,0,1,1.219401,5.924419,52.8591,60.015,20.2946,34.57307,0,0,0,0,0,0,12262.0,1,-41.64617,41.64617,1.219401,5.924419,52.8591,60.015,20.2946,34.57307,24508.918146260083,220000,220000,13720.0,22.535030498320445,220001,160169,measure_failed=47755;no_convergence=12077,0,PSRR_worst_case_10Hz_10MHz,41.64617,64.63702,41.64617,64.63702,1,26.995,2.0,0.36,1.0892842813067396,4.315,1.2183801975576036,0.15,1.685940061550853,6.6450000000000005,0.5522223404866852,5.3500000000000005,1.1931765972702335,81.01,0.15,5.593074421309997,0.9914530778544538,26.995,2.0,0.36,1.0892842813067396,4.315,1.2183801975576036,0.15,1.685940061550853,6.6450000000000005,0.5522223404866852,5.3500000000000005,1.1931765972702335,81.01,0.15,5.593074421309997,0.9914530778544538,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
highdim,SKY130-BGR-highdim,16,22,334345,ABC,40,-48.35521,48.35521,0,1,1.221339,19.5017,54.368,60.081,27.5436,40.18667,0,0,0,0,0,0,73867.0,1,-48.35521,48.35521,1.221339,19.5017,54.368,60.081,27.5436,40.18667,25002.085356250405,220000,220000,149928.0,306.7660998125673,220001,161160,measure_failed=42563;no_convergence=16278,0,PSRR_worst_case_10Hz_10MHz,48.35521,48.54621,48.35521,48.54621,1,7.005,1.1054364764724989,0.65,0.9843830037007396,1.0,1.238906212018923,0.295,0.5084745762711864,16.6,1.747148774141401,2.725,1.9202796662809325,36.52,0.61,7.522840972718873,1.1003829820276774,7.005,1.1054364764724989,0.65,0.9843830037007396,1.0,1.238906212018923,0.295,0.5084745762711864,16.6,1.747148774141401,2.725,1.9202796662809325,36.52,0.61,7.522840972718873,1.1003829820276774,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
highdim,SKY130-BGR-highdim,16,23,335345,ABC,40,-42.29429,42.29429,0,1,1.219743,11.87036,53.9953,69.19,28.798,26.53061,0,0,0,0,0,0,11395.0,1,-42.29429,42.29429,1.219743,11.87036,53.9953,69.19,28.798,26.53061,27602.49026733078,220000,220000,70852.0,34.73220377676718,220001,158560,measure_failed=46425;no_convergence=15016,0,PSRR_worst_case_10Hz_10MHz,42.29429,56.59477,42.29429,56.59477,1,13.24,1.1675186781778786,0.54,1.1189595002533448,1.65,0.5,0.15,1.0,1.0,0.99464853711264,5.295000000000001,0.8194382560903924,20.67,2.42,2.801255360369801,0.9,13.24,1.1675186781778786,0.54,1.1189595002533448,1.65,0.5,0.15,1.0,1.0,0.99464853711264,5.295000000000001,0.8194382560903924,20.67,2.42,2.801255360369801,0.9,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
highdim,SKY130-BGR-highdim,16,24,336345,ABC,40,-29.05696,29.05696,0,1,1.219074,22.16287,58.5174,61.604,14.0106,38.86627,0,0,0,0,0,0,7000.0,1,-29.05696,29.05696,1.219074,22.16287,58.5174,61.604,14.0106,38.86627,23501.39854717627,220000,220000,16681.0,23.300304314490518,220001,159067,measure_failed=49714;no_convergence=11220,0,PSRR_worst_case_10Hz_10MHz,29.05696,29.05696,29.05696,29.05696,1,4.795,1.047983947114743,1.2049999999999998,0.8141710602590445,1.0,0.5,5.055000000000001,1.5239493782432576,9.055,1.232444497430834,1.5599999999999998,1.8759317935733228,46.81,1.36,7.091304585225913,0.9,4.795,1.047983947114743,1.2049999999999998,0.8141710602590445,1.0,0.5,5.055000000000001,1.5239493782432576,9.055,1.232444497430834,1.5599999999999998,1.8759317935733228,46.81,1.36,7.091304585225913,0.9,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
highdim,SKY130-BGR-highdim,16,25,337345,ABC,40,-45.12836,45.12836,0,1,1.220061,22.03566,54.9999,68.913,23.0284,30.08122,0,0,0,0,0,0,4359.0,1,-45.12836,45.12836,1.220061,22.03566,54.9999,68.913,23.0284,30.08122,24427.072634257376,220000,220000,73819.0,-11.25140245004295,220001,157173,measure_failed=50993;no_convergence=11835,0,PSRR_worst_case_10Hz_10MHz,45.12836,46.95188,45.12836,46.95188,1,27.015,0.9137229772597144,0.36,0.999364554784536,1.66,1.2367059846575297,0.49,0.5600676998566371,7.19,1.1270618332864033,1.65,0.976792170779067,43.645,1.665,4.029621169827409,1.1253729609802583,27.015,0.9137229772597144,0.36,0.999364554784536,1.66,1.2367059846575297,0.49,0.5600676998566371,7.19,1.1270618332864033,1.65,0.976792170779067,43.645,1.665,4.029621169827409,1.1253729609802583,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
highdim,SKY130-BGR-highdim,16,26,338345,ABC,40,-35.66615,35.66615,0,1,1.21951,21.36477,50.0041,60.55200000000001,15.0939,44.42917,0,0,0,0,0,0,54477.0,1,-35.66615,35.66615,1.21951,21.36477,50.0041,60.55200000000001,15.0939,44.42917,25103.92234069668,220000,220000,108550.0,226.78998148852943,220001,167304,measure_failed=41737;no_convergence=10960,0,PSRR_worst_case_10Hz_10MHz,35.66615,57.76554,35.66615,57.76554,1,10.18,2.0,1.405,1.0597280204200954,1.0,1.1396057959289998,0.15,1.4181138077491338,1.67,0.5198508125141795,1.68,1.6562469313597872,15.525,1.11,9.018247901826168,1.7,10.18,2.0,1.405,1.0597280204200954,1.0,1.1396057959289998,0.15,1.4181138077491338,1.67,0.5198508125141795,1.68,1.6562469313597872,15.525,1.11,9.018247901826168,1.7,1.2184,1.2214,26.0,50.0,60.0,14.0,55.0
