GAIN_MARGIN_DB,LOOP_GAIN_DB,PHASE_MARGIN_DEG,POWER_UW,PSRR_DB,PSRR_WC_DB,TC,VREF,c_GainMargin_min,c_LoopGain_min,c_PhaseMargin_min,c_Power_max,c_TC_max,c_VREF_max,c_VREF_min,is_feasible,penalty,sim_failure,sim_ok,viol_gain_margin,viol_loop_gain,viol_phase_margin,viol_power,viol_tc,viol_vref,x_iss,x_l_all,x_vbnv,x_w_ncasc,x_w_pass,x_w_pdiff,x_w_pmir
30.4126,41.928,72.13,28.86484,42.94584,-9.82667,29.70678,1.218577,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,2,,1,0,1,0,0,1,0,3.6255811887931295,6.000000000000001,1.3554274183932986,38.225,42.545,25.98,7.555
21.3173,38.6528,69.735,85.40345,63.06468,-4.37411,32.32601,1.225582,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,0,1,1,1,23.175728771290924,7.855,1.5042106956369128,11.875,38.975,16.0,10.41
17.5754,37.0232,74.942,128.7237,29.98404,-5.19244,108.1185,1.230917,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,0,1,1,1,38.15433515110965,6.24,1.6463971958828045,11.205,92.015,3.81,38.885
1.08408,56.3108,5.954000000000008,103.1347,67.26206,6.055509,22.13809,1.219891,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,1,0,1,1,0,0,29.39679453807713,1.065,1.201906753241565,20.080000000000002,71.19,35.375,6.5
19.7173,40.8383,66.103,110.3751,55.53261,-8.53122,32.67105,1.223398,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,0,1,1,1,31.871277155944053,7.48,1.428894810746213,30.125,76.36,21.265,30.125
8.88891,54.1591,38.19900000000001,127.8258,59.65679,-5.99308,28.77633,1.218594,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,1,0,1,1,1,0,37.98649334688355,3.16,1.3044320878928128,15.09,31.990000000000002,21.785,21.35
3.59312,38.4557,14.320999999999998,107.4807,46.96624,19.72123,39.03515,1.21724,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,6,,1,1,1,1,1,1,1,30.93663609954203,0.405,1.4491443059520295,19.665,14.23,29.95,13.235
15.4442,32.6605,55.614999999999995,116.2804,41.36012,-5.79071,64.88055,1.206693,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,0,1,1,1,1,1,34.11885558488122,7.260000000000001,1.3624452014720476,13.34,9.5,35.6,38.305
40.6234,39.8494,83.6571,28.80542,37.08928,-6.974,23.31225,1.223443,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,2,,1,0,1,0,0,0,1,3.5478410115116494,7.695,1.41190305477144,24.805,91.845,3.605,16.255000000000003
11.3971,48.576,36.09800000000001,124.09,63.42502,-0.93832,36.63934,1.21694,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,6,,1,1,1,1,1,1,1,36.70827545647607,1.545,1.6135427862435634,37.835,21.740000000000002,37.95,37.32
12.3864,44.6791,53.175,86.59433,44.7301,-4.68441,30.51551,1.224216,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,6,,1,1,1,1,1,1,1,23.604525776800493,7.465000000000001,1.395713248132621,12.655,76.685,37.875,14.200000000000001
15.735,52.2687,67.846,55.83465,49.57728,6.191877,25.11807,1.220418,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,1,,1,0,0,0,1,0,0,12.968302968508088,4.74,1.0015754173376954,21.46,50.265,9.33,7.92
15.3665,55.4367,66.613,23.58128,41.00835,9.594719,17.60691,1.223349,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,1,,1,0,0,0,0,0,1,1.7344299216434809,3.12,0.9760315036099498,13.43,83.415,39.980000000000004,12.735
26.4131,42.2684,68.206,53.0161,55.67865,-8.62898,28.63557,1.223526,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,0,1,1,11.953982897229729,7.535,1.393772111735501,31.885,41.78,23.580000000000002,5.375
3.80281,54.8533,18.562999999999988,113.4817,58.38711,2.862,31.39429,1.217361,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,1,0,1,1,1,1,33.02085971156507,3.04,1.0368516804738244,35.980000000000004,15.395,22.605,34.665
7.40874,55.451,37.81999999999999,126.2849,39.38624,-11.7179,24.32883,1.222393,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,1,0,1,1,0,1,37.40714269149982,5.815,0.965336115950451,10.785,66.815,32.135000000000005,6.65
11.9442,46.5727,49.03999999999999,48.75444,36.49176,4.740504,24.05843,1.222277,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,1,1,1,0,0,1,10.48633955684984,0.55,1.4075330176189234,36.6,81.89,10.715,5.875
20.1884,44.3147,71.21,88.63787,49.73193,-2.19946,24.59833,1.228711,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,1,0,1,24.261425064758157,6.665000000000001,1.4742815800915627,11.955,93.465,13.91,9.61
17.7318,53.9453,63.295,39.08871,45.19619,-6.09899,26.723,1.218789,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,1,,1,0,0,0,0,1,0,7.173145711780383,4.045,1.2116870264422777,15.25,25.37,19.685,12.075000000000001
3.1363,61.2211,19.901999999999987,87.9014,60.6559,0.3450261,25.73909,1.218757,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,1,0,1,1,0,0,24.121096505657317,2.195,0.9280545112453624,32.555,87.885,36.06,13.725
14.0579,59.7682,65.192,32.05199,50.49039,3.790758,22.64091,1.220103,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,1,0,,1,0,0,0,0,0,0,4.713688715761105,3.47,1.2676204219401652,3.375,67.355,30.8,4.145
12.8974,55.8087,56.188,26.63649,44.23707,-0.266386,21.27682,1.220848,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,2,,1,1,0,1,0,0,0,2.8248249985599694,4.105,1.1317549657575592,38.535000000000004,58.89,28.315,20.35
4.2495,45.5686,19.695999999999998,113.3924,81.76055,20.70589,23.43286,1.227233,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,1,1,1,1,0,1,32.872025355284954,0.46499999999999997,1.0796742837589497,18.02,96.405,27.22,3.195
11.9774,58.1921,50.423,53.45262,52.65377,4.595715,27.464,1.218565,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,1,0,1,0,1,0,12.162862715236706,3.655,1.0923466993205726,4.375,35.150000000000006,18.425,19.79
16.4011,50.4185,58.699,127.6756,77.92049,-7.10711,28.06384,1.219298,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,0,1,1,1,0,37.925876229916035,3.14,1.4405337683556283,19.06,45.605000000000004,12.76,27.405
27.6685,45.829,75.211,113.5968,50.63129,-10.588,17.44166,1.224515,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,1,0,1,32.976472325543654,4.500000000000001,1.6820386241685492,37.11,81.325,6.9,15.27
-2.34237,55.4928,-10.990000000000009,132.5655,68.57381,7.637448,20.41041,1.220411,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,1,0,1,1,0,0,39.61027817071852,1.1849999999999998,0.9002428322754574,11.655,32.09,38.625,3.325
13.7433,58.6714,61.488,66.77714,53.78181,8.384909,25.69587,1.219156,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,2,,1,1,0,0,1,0,0,16.78205055224457,3.395,1.123745061050717,3.315,67.63499999999999,13.715,15.38
23.8289,48.6433,58.339,71.20966,56.43702,-8.96669,13.87091,1.223402,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,1,1,0,1,18.27153238499215,1.555,1.6325552674204524,29.035,29.885,15.265,1.845
2.37384,44.8937,8.801999999999992,55.53088,54.37059,20.55033,43.46935,1.21437,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,6,,1,1,1,1,1,1,1,12.932272225421361,0.535,1.1456117112305986,21.240000000000002,13.395,23.315,24.545
22.5287,46.758,62.998000000000005,86.43199,66.09929,-7.91948,23.28705,1.235958,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,1,0,1,23.41090038429579,6.460000000000001,1.5443934778559476,27.215,94.525,20.830000000000002,2.24
6.84859,57.331,31.64500000000001,92.0083,65.41932,-1.80996,28.33149,1.218261,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,1,0,1,1,1,1,25.5536000691978,2.67,1.244760738453289,16.689999999999998,32.435,23.785,19.02
24.2007,52.0057,70.524,39.54483,45.59761,14.19011,25.38722,1.219893,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,1,0,,1,0,0,0,0,0,0,7.317992852442462,4.260000000000001,1.1264277876394517,11.56,63.35,6.4750000000000005,35.815
25.8186,41.2115,75.962,76.82362,54.62617,-3.88314,27.82304,1.226801,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,0,1,1,1,20.182011521977817,6.48,1.3728322129601613,12.97,48.075,7.465,8.325
12.9024,56.9762,61.620000000000005,116.1674,56.37507,8.35428,24.14521,1.219641,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,2,,1,1,0,0,1,0,0,33.92574137644222,3.735,1.0330493454652285,2.2750000000000004,84.175,12.01,18.79
20.3799,47.2893,59.595,54.73611,50.513,-11.2915,32.1249,1.21703,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,1,0,1,1,12.626689187924734,4.640000000000001,1.4154775110984872,34.735,32.5,39.275,25.855
5.76058,53.0881,26.232,133.3193,62.34397,-4.86133,25.93602,1.219084,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,1,0,1,1,0,0,39.88750478058549,2.325,1.6998835457756338,17.685,76.075,38.305,33.78
35.6459,45.3182,70.153,45.94234,38.5123,-9.72215,37.96554,1.215137,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,0,1,1,9.595807650502588,2.175,1.3523488055589608,20.97,8.545,9.525,38.730000000000004
4.56646,49.3102,25.16300000000001,77.15216,60.81047,19.41534,23.61663,1.220506,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,1,1,1,1,0,0,20.36732046445928,0.61,0.9535914077565416,30.64,98.785,25.88,14.09
16.1836,32.3836,67.662,119.6414,4.46016,-13.836,2563.694,1.261324,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,0,1,1,1,34.657256621754755,7.630000000000001,1.3295416172864307,22.31,63.53,3.45,2.67
14.8797,54.0664,47.423,114.5963,62.08715,-12.9876,15.89356,1.222908,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,0,1,1,0,1,33.342305446432015,3.375,1.387655682182551,34.32,55.02,29.535,3.5500000000000003
17.1124,56.1754,61.298,92.24635,58.26072,-8.27488,27.17232,1.219155,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,2,,1,0,0,0,1,1,0,25.625557209936275,3.795,1.3083948660805098,33.075,73.735,13.385,28.225
3.95457,54.6985,19.526999999999987,130.7529,62.07865,13.39192,28.27829,1.21841,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,1,0,1,1,1,0,39.004081991975944,1.415,1.12847392762707,15.61,52.97,17.51,37.005
15.1943,58.3306,52.111999999999995,94.56916,43.73386,-9.2751,17.70159,1.223311,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,0,1,1,0,1,26.38359950312131,4.275,1.2931607737302948,29.69,90.095,22.175,3.64
19.7213,48.8511,60.918000000000006,117.9363,36.96535,-15.4529,12.42595,1.225685,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,1,0,1,34.46983874663618,2.925,1.1386344227967018,34.075,35.525000000000006,4.25,4.75
18.0529,52.2986,60.05800000000001,99.83959,38.23904,-12.4684,19.0611,1.223498,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,2,,1,0,0,0,1,0,1,28.21132908942753,2.43,1.25033891829211,29.295,56.35,6.14,5.71
6.92812,53.8904,28.735000000000014,71.78432,41.30285,1.222552,22.38805,1.224138,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,1,0,1,1,0,1,18.462380920533775,1.805,1.4671257056408975,6.565,44.21,33.88,1.315
21.2124,41.7019,72.216,81.37283,48.18266,6.393435,33.3362,1.218986,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,1,1,0,21.852711049478607,5.805000000000001,1.1114439582858278,17.175,43.34,5.815,31.34
15.2173,44.9677,63.78,120.615,51.92657,0.3402527,16.3834,1.233695,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,1,0,1,35.306921974214696,6.995,1.635922587064334,5.105,52.095,17.3,4.09
15.4739,30.923,71.996,121.2155,50.19923,-6.44365,100.5933,1.214009,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,0,1,1,1,35.74646293306575,5.5200000000000005,1.190950383415152,6.5600000000000005,11.02,2.835,23.895
6.50355,33.1185,30.150000000000006,102.2709,47.87926,22.95365,23.43941,1.23051,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,1,1,1,1,0,1,28.971362195355123,0.22999999999999998,1.0536269750002476,14.145,55.14,30.765,10.73
13.7403,43.576,59.56399999999999,101.2117,52.79778,5.539815,32.22188,1.219386,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,1,1,1,1,1,0,28.736842601205748,6.41,0.9953974918958494,20.715,34.769999999999996,12.355,23.06
34.6369,36.0574,77.25,37.2146,45.9474,-8.04859,50.01604,1.212823,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,0,1,1,6.5928344867363,7.115,1.5909771351059048,32.025000000000006,20.134999999999998,15.6,11.61
6.39157,49.0017,34.418000000000006,114.9511,58.58913,-5.80841,29.1463,1.219553,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,1,1,1,1,1,0,33.504869251268204,6.775,1.0076797239546194,29.51,81.275,39.910000000000004,39.300000000000004
20.3439,57.7546,63.316,51.48839,49.4649,-5.63317,17.14321,1.2225,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,1,,1,0,0,0,0,0,1,11.434393450375149,3.605,1.2104704728232982,14.88,82.41,10.64,1.595
2.08638,47.9842,9.848000000000013,95.98909,66.17813,16.80001,28.24523,1.219192,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,1,1,1,1,1,0,26.923413260278146,0.585,1.353166139993846,19.655,63.165,29.3,25.615000000000002
20.1634,45.8476,71.003,41.00947,43.03813,-8.21628,31.66513,1.217284,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,0,1,1,7.858180860928042,5.04,1.06605738409587,39.185,18.495,16.064999999999998,16.05
9.84068,50.8118,36.766999999999996,64.98248,55.80692,4.075481,30.74421,1.217869,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,1,0,1,1,1,1,16.173813375870886,1.6099999999999999,1.5265130047118012,10.84,31.835,28.900000000000002,18.865000000000002
1.05455,54.3172,6.162000000000006,57.29614,56.64235,11.87589,25.76003,1.219178,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,1,0,1,1,0,0,13.49012670146065,1.3199999999999998,0.9359740719415117,28.505,12.5,17.875,1.615
14.1184,58.7015,65.221,28.33387,45.89435,5.620103,20.81964,1.220875,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,1,0,,1,0,0,0,0,0,0,3.413629458025716,4.0600000000000005,1.1625900188351697,22.675,86.735,29.400000000000002,6.9750000000000005
38.9116,39.2244,82.2409,107.3455,51.01202,-7.74493,55.84708,1.216634,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,0,1,1,1,30.898991962810026,3.345,1.5426183460759708,26.77,12.780000000000001,2.76,19.62
29.6015,51.1817,74.355,23.93485,39.74284,-6.79811,16.51052,1.223095,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,1,,1,0,0,0,0,0,1,1.8602087501799727,2.545,1.3760738137455357,16.57,60.245000000000005,14.77,4.37
30.9953,52.1916,86.1221,30.09301,38.31821,15.61791,18.71996,1.226045,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,1,,1,0,0,0,0,0,1,3.9642995584566485,5.695,1.0408738563759328,3.5,99.66,2.91,1.915
13.4157,52.3531,53.373000000000005,112.4414,54.01816,7.992384,29.58859,1.218324,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,1,0,1,1,1,1,32.64822878309215,3.95,1.2643892504957006,1.2850000000000001,25.240000000000002,10.36,26.03
9.49632,55.9158,51.30799999999999,51.14662,53.36624,2.15676,26.14991,1.21931,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,1,0,1,0,1,0,11.353116747434786,5.065,0.9508086259454527,23.78,86.33500000000001,34.13,13.895
21.0983,53.4327,69.806,56.01137,49.31289,5.8418,25.91311,1.219694,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,1,,1,0,0,0,1,0,0,13.037214959735408,2.1350000000000002,1.2881042037571115,19.0,90.55,4.355,37.835
12.3403,52.0743,45.15299999999999,125.2931,44.49399,-11.7995,42.67869,1.227637,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,1,0,1,1,1,1,37.00132879465311,4.075,1.0401678765768805,22.990000000000002,66.4,20.18,1.72
4.16,57.7389,21.195999999999998,53.89985,55.28835,2.682844,28.56861,1.21812,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,1,0,1,0,1,1,12.323549959805067,2.4899999999999998,0.9628219121457635,1.795,17.365000000000002,29.78,9.84
2.11786,58.3905,11.799000000000007,125.8714,61.55331,2.614275,27.68774,1.218349,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,1,0,1,1,1,1,37.310260465222164,2.415,1.0760987343336297,28.900000000000002,48.415,26.79,27.585
17.8164,52.8974,50.18199999999999,35.78891,48.96224,17.33294,29.27536,1.21811,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,0,1,0,1,1,6.034782765406206,1.755,0.9980214127497382,4.015000000000001,18.215,10.115,28.03
5.02872,55.0505,25.960000000000008,111.7554,64.64734,12.67267,26.83215,1.2188,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,1,0,1,1,1,0,32.4029430651545,1.26,1.277372826296106,11.255,72.15,18.48,28.615000000000002
21.9488,33.2834,81.0331,107.3557,21.51028,-11.7949,193.5325,1.269758,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,0,1,1,1,30.281116938313364,6.335000000000001,1.1956938271473672,24.585,78.995,1.615,11.905
10.6765,59.1511,46.099999999999994,35.66003,50.04046,3.571705,25.49675,1.219169,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,2,,1,1,0,1,0,0,0,5.977258862960131,2.775,1.1309351889993913,31.82,62.76,24.78,30.69
10.2443,47.9333,39.59299999999999,132.0983,35.52874,-13.737,30.35723,1.223412,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,6,,1,1,1,1,1,1,1,39.41483090002527,6.49,1.0775615102693332,25.54,24.205000000000002,32.400000000000006,8.594999999999999
8.00226,52.544,39.727000000000004,117.0203,43.48451,-9.57458,28.98837,1.220343,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,1,0,1,1,1,0,34.21401025914562,5.390000000000001,1.242183851879304,13.105,76.115,32.665,22.69
29.0461,45.1368,62.989999999999995,43.94171,50.44215,-5.62514,20.87097,1.221357,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,1,,1,0,1,0,0,0,0,8.826868596054242,0.8400000000000001,1.4772103741978984,39.885,28.225,11.675,2.33
8.3596,54.5319,45.072,70.54385,59.12806,18.47185,23.69091,1.219749,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,1,0,1,1,0,0,18.082024171932606,1.005,1.1138756315744904,12.14,95.435,16.245,11.0
20.7469,41.184,77.438,97.82386,29.34761,-7.42403,55.53475,1.238973,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,0,1,0,1,1,1,27.331598055885074,7.840000000000001,1.437190021321832,23.16,69.045,2.425,4.615
11.4359,47.1768,54.971999999999994,132.9419,58.68727,-2.18917,27.45629,1.221556,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,6,,1,1,1,1,1,1,1,39.72834951163604,6.260000000000001,1.014427212989671,36.32,72.74,16.715,26.98
11.7767,57.3502,61.263999999999996,41.84545,50.43131,6.256229,24.26812,1.219957,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,1,,1,1,0,0,0,0,0,8.116053040431996,5.170000000000001,0.9293515319473665,28.795,81.72,24.47,6.17
6.27515,53.8256,28.514999999999986,78.29485,56.51198,16.03758,30.51735,1.217787,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,1,0,1,1,1,1,20.797374196992294,1.665,1.0253338223629478,21.5,22.325000000000003,12.05,23.955000000000002
34.2369,34.5011,80.0421,105.2351,50.66054,-8.52885,54.37118,1.220455,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,1,1,0,30.122098249772886,7.090000000000001,1.6336424154837972,38.89,20.595,8.71,14.94
10.0674,56.4845,47.56899999999999,131.8606,57.19902,3.732084,27.202,1.218716,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,4,,1,1,0,1,1,1,0,39.385738997101726,3.715,0.9477736297731787,11.465,58.375,14.370000000000001,36.88
25.93,48.1462,70.885,63.03121,58.87621,-9.66272,28.04951,1.220137,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,1,1,0,15.470375829537247,4.555000000000001,1.3446940420459255,31.96,48.665,11.165000000000001,12.98
9.9622,44.5979,47.974999999999994,95.19644,54.32777,1.431671,32.67465,1.218626,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,5,,1,1,1,1,1,1,0,26.657513943680854,6.82,0.9407718812555312,7.96,24.435,20.585,16.75
19.4171,43.9562,62.077,83.9686,57.79491,-10.6201,29.99317,1.221086,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,1,1,0,22.729025721791647,6.2250000000000005,1.5858552601351534,39.7,93.28,31.995,29.66
19.0259,51.1045,61.111999999999995,93.57304,42.0317,-10.5908,28.04726,1.221099,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,2,,1,0,0,0,1,1,0,26.064139995734127,4.675000000000001,1.1803979863361396,38.33,39.42,11.55,9.92
25.6033,42.6875,69.605,68.54198,52.61787,-8.94544,23.00122,1.22813,14.0,50.0,60.0,55.0,26.0,1.2214,1.2184,0,3,,1,0,1,0,1,0,1,17.290665742361067,7.0600000000000005,1.6521727363679046,30.075,75.785,18.34,6.8950000000000005
