case,case_name,dim,run,seed,algo,pop,best_fitness,PSRR_DB,penalty,is_feasible,VREF,TC,LOOP_GAIN_DB,PHASE_MARGIN_DEG,GAIN_MARGIN_DB,POWER_UW,viol_vref,viol_tc,viol_loop_gain,viol_phase_margin,viol_gain_margin,viol_power,first_feasible_eval,best_feasible_found,best_feasible_fitness,best_feasible_PSRR,best_feasible_VREF,best_feasible_TC,best_feasible_LOOP_GAIN_DB,best_feasible_PHASE_MARGIN_DEG,best_feasible_GAIN_MARGIN_DB,best_feasible_POWER_UW,runtime_sec,eval_budget,actual_evals,last_improvement_eval,convergence_auc,sim_evals_worker_cum,sim_ok_worker_cum,sim_failures_worker_cum,server_restarts_worker_cum,psrr_def,PSRR_WC_DB,PSRR_100HZ_DB,best_feasible_PSRR_WC_DB,best_feasible_PSRR_100HZ_DB,evaluator_recovers_timeouts,x_w_pdiff,x_w_ncasc,x_w_pmir,x_w_pass,x_l_all,x_iss,x_vbnv,xf_w_pdiff,xf_w_ncasc,xf_w_pmir,xf_w_pass,xf_l_all,xf_iss,xf_vbnv,c_VREF_min,c_VREF_max,c_TC_max,c_LoopGain_min,c_PhaseMargin_min,c_GainMargin_min,c_Power_max
hard,SKY130-BGR-hard,7,10,322345,ABC,40,-50.57464,50.57464,0,1,1.220831,21.99694,52.2272,69.68,18.3369,42.09777,0,0,0,0,0,0,104.0,1,-50.57464,50.57464,1.220831,21.99694,52.2272,69.68,18.3369,42.09777,16694.9070120845,150000,150000,91252.0,-47.844394616588446,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,50.57464,50.57464,50.57464,50.57464,1,3.495,1.26,1.0,20.865,0.88,8.192946451847346,1.1832704630166015,3.495,1.26,1.0,20.865,0.88,8.192946451847346,1.1832704630166015,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,11,323345,ABC,40,-50.40191,50.40191,0,1,1.220791,22.0473,52.4397,69.65,18.2308,43.33613,0,0,0,0,0,0,97.0,1,-50.40191,50.40191,1.220791,22.0473,52.4397,69.65,18.2308,43.33613,15663.036619177088,150000,150000,135111.0,-46.6590292582284,150001,149993,measure_failed=8,0,PSRR_worst_case_10Hz_10MHz,50.40191,50.40191,50.40191,50.40191,1,3.5500000000000003,1.075,1.0,20.135,0.935,8.6234722601431,1.1129371619347812,3.5500000000000003,1.075,1.0,20.135,0.935,8.6234722601431,1.1129371619347812,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,12,324345,ABC,40,-50.43954,50.43954,0,1,1.220783,22.04745,52.4199,69.534,18.2146,41.95006,0,0,0,0,0,0,15.0,1,-50.43954,50.43954,1.220783,22.04745,52.4199,69.534,18.2146,41.95006,16219.405550075697,150000,150000,105646.0,-48.23484680779972,150001,149986,measure_failed=15,0,PSRR_worst_case_10Hz_10MHz,50.43954,50.43954,50.43954,50.43954,1,3.595,1.275,1.0,20.925,0.89,8.14222955562866,1.1629262365893922,3.595,1.275,1.0,20.925,0.89,8.14222955562866,1.1629262365893922,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,13,325345,ABC,40,-49.70919,49.70919,0,1,1.220619,22.60155,52.6193,69.557,18.38,37.65472,0,0,0,0,0,0,539.0,1,-49.70919,49.70919,1.220619,22.60155,52.6193,69.557,18.38,37.65472,15577.881291817874,150000,150000,79314.0,-42.87761598377322,150001,149993,measure_failed=8,0,PSRR_worst_case_10Hz_10MHz,49.70919,49.70919,49.70919,49.70919,1,3.895,1.35,1.0,20.99,0.8350000000000001,6.652645619550315,1.2397646143546166,3.895,1.35,1.0,20.99,0.8350000000000001,6.652645619550315,1.2397646143546166,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,14,326345,ABC,40,-50.10767,50.10767,0,1,1.220586,22.63195,52.5896,69.503,18.4513,35.60247,0,0,0,0,0,0,250.0,1,-50.10767,50.10767,1.220586,22.63195,52.5896,69.503,18.4513,35.60247,15684.759692359716,150000,150000,94196.0,-46.24471268775125,150001,149982,measure_failed=19,0,PSRR_worst_case_10Hz_10MHz,50.10767,50.10767,50.10767,50.10767,1,4.415,1.0,1.0,22.09,0.775,5.940347093273879,1.3032180302174718,4.415,1.0,1.0,22.09,0.775,5.940347093273879,1.3032180302174718,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,15,327345,ABC,40,-50.56893,50.56893,0,1,1.220786,22.00271,52.3407,69.442,18.2138,41.45022,0,0,0,0,0,0,322.0,1,-50.56893,50.56893,1.220786,22.00271,52.3407,69.442,18.2138,41.45022,15995.946403535085,150000,150000,124953.0,-45.5242026586844,150001,149988,measure_failed=13,0,PSRR_worst_case_10Hz_10MHz,50.56893,50.56893,50.56893,50.56893,1,3.63,1.265,1.0,21.335,0.86,7.968595238986047,1.1874550888209376,3.63,1.265,1.0,21.335,0.86,7.968595238986047,1.1874550888209376,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,16,328345,ABC,40,-50.52813,50.52813,0,1,1.22085,21.7881,52.4292,69.692,18.2059,44.26025,0,0,0,0,0,0,164.0,1,-50.52813,50.52813,1.22085,21.7881,52.4292,69.692,18.2059,44.26025,15781.92259898223,150000,150000,35264.0,-48.13578121207473,150001,149987,measure_failed=14,0,PSRR_worst_case_10Hz_10MHz,50.52813,50.52813,50.52813,50.52813,1,3.5500000000000003,1.0,1.0,20.58,0.94,8.943648902951812,1.0824897331353085,3.5500000000000003,1.0,1.0,20.58,0.94,8.943648902951812,1.0824897331353085,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,17,329345,ABC,40,-50.60943,50.60943,0,1,1.220916,21.6926,52.2256,69.683,18.2078,44.87891,0,0,0,0,0,0,309.0,1,-50.60943,50.60943,1.220916,21.6926,52.2256,69.683,18.2078,44.87891,16090.839327136056,150000,150000,58575.0,-44.70493896605977,150001,149974,measure_failed=27,0,PSRR_worst_case_10Hz_10MHz,50.60943,50.60943,50.60943,50.60943,1,3.44,1.13,1.0,20.375,0.94,9.157700479018825,1.0972164951132852,3.44,1.13,1.0,20.375,0.94,9.157700479018825,1.0972164951132852,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,18,330345,ABC,40,-50.43446,50.43446,0,1,1.220865,21.87719,52.3193,69.732,18.2289,44.04098,0,0,0,0,0,0,189.0,1,-50.43446,50.43446,1.220865,21.87719,52.3193,69.732,18.2289,44.04098,17607.2910659723,150000,150000,58573.0,-45.651395012233415,150001,149992,measure_failed=9,0,PSRR_worst_case_10Hz_10MHz,50.43446,50.43446,50.43446,50.43446,1,3.46,1.21,1.0,20.275,0.94,8.867351346985034,1.10198892193522,3.46,1.21,1.0,20.275,0.94,8.867351346985034,1.10198892193522,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,19,331345,ABC,40,-50.41128,50.41128,0,1,1.22093,21.70725,52.2479,69.967,18.3178,45.77737,0,0,0,0,0,0,482.0,1,-50.41128,50.41128,1.22093,21.70725,52.2479,69.967,18.3178,45.77737,15413.31803131476,150000,150000,88351.0,-42.02409920039467,150001,149985,measure_failed=16,0,PSRR_worst_case_10Hz_10MHz,50.41128,50.41128,50.41128,50.41128,1,3.39,1.0,1.0,19.735,0.985,9.469562578141929,1.0307240790272094,3.39,1.0,1.0,19.735,0.985,9.469562578141929,1.0307240790272094,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,20,332345,ABC,40,-50.41479,50.41479,0,1,1.220862,21.79285,52.4259,69.787,18.2282,44.84419,0,0,0,0,0,0,408.0,1,-50.41479,50.41479,1.220862,21.79285,52.4259,69.787,18.2282,44.84419,16393.696206841618,150000,150000,101092.0,-44.99941640660938,150001,149959,measure_failed=42,0,PSRR_worst_case_10Hz_10MHz,50.41479,50.41479,50.41479,50.41479,1,3.505,1.0,1.0,20.18,0.965,9.146304133113544,1.0327432378348824,3.505,1.0,1.0,20.18,0.965,9.146304133113544,1.0327432378348824,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,21,333345,ABC,40,-50.63518,50.63518,0,1,1.220689,22.26264,52.3101,69.345,18.3444,38.25153,0,0,0,0,0,0,366.0,1,-50.63518,50.63518,1.220689,22.26264,52.3101,69.345,18.3444,38.25153,16334.195242511109,150000,150000,130710.0,-44.85428007955719,150001,149984,measure_failed=17,0,PSRR_worst_case_10Hz_10MHz,50.63518,50.63648,50.63518,50.63648,1,3.97,1.12,1.0,22.145,0.785,6.858969542308876,1.2754321523596934,3.97,1.12,1.0,22.145,0.785,6.858969542308876,1.2754321523596934,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,22,334345,ABC,40,-50.51519,50.51519,0,1,1.220739,22.0681,52.5551,69.488,18.2021,41.83862,0,0,0,0,0,0,167.0,1,-50.51519,50.51519,1.220739,22.0681,52.5551,69.488,18.2021,41.83862,16659.132537107915,150000,150000,66972.0,-45.83046883165888,150001,149959,measure_failed=42,0,PSRR_worst_case_10Hz_10MHz,50.51519,50.51519,50.51519,50.51519,1,3.72,1.025,1.0,21.03,0.89,8.10405216578831,1.162474632439345,3.72,1.025,1.0,21.03,0.89,8.10405216578831,1.162474632439345,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,23,335345,ABC,40,-50.89986,50.89986,0,1,1.220785,21.94316,52.3172,69.386,18.2191,41.79053,0,0,0,0,0,0,250.0,1,-50.89986,50.89986,1.220785,21.94316,52.3172,69.386,18.2191,41.79053,16447.56678565219,150000,150000,108617.0,-44.33350431569544,150001,149981,measure_failed=20,0,PSRR_worst_case_10Hz_10MHz,50.89986,50.89986,50.89986,50.89986,1,3.685,1.025,1.0,21.36,0.855,8.08677275211366,1.20332053920024,3.685,1.025,1.0,21.36,0.855,8.08677275211366,1.20332053920024,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,24,336345,ABC,40,-50.22353,50.22353,0,1,1.220686,22.19815,52.8017,69.667,18.2356,41.28813,0,0,0,0,0,0,81.0,1,-50.22353,50.22353,1.220686,22.19815,52.8017,69.667,18.2356,41.28813,15948.567527746782,150000,150000,105097.0,-47.74629064766632,150001,149991,measure_failed=10,0,PSRR_worst_case_10Hz_10MHz,50.22353,50.22353,50.22353,50.22353,1,3.8,1.0,1.0,21.01,0.91,7.913540767968703,1.1316075562556651,3.8,1.0,1.0,21.01,0.91,7.913540767968703,1.1316075562556651,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,25,337345,ABC,40,-50.17102,50.17102,0,1,1.220983,21.67156,52.2015,70.401,18.464,46.26891,0,0,0,0,0,0,810.0,1,-50.17102,50.17102,1.220983,21.67156,52.2015,70.401,18.464,46.26891,16515.068002343178,150000,150000,104290.0,-43.66628749148328,150001,149985,measure_failed=16,0,PSRR_worst_case_10Hz_10MHz,50.17102,50.17102,50.17102,50.17102,1,3.315,1.0,1.0,19.57,1.02,9.639649979301648,0.9459934182913614,3.315,1.0,1.0,19.57,1.02,9.639649979301648,0.9459934182913614,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,26,338345,ABC,40,-50.52781,50.52781,0,1,1.220816,21.90785,52.4372,69.632,18.2194,43.13401,0,0,0,0,0,0,501.0,1,-50.52781,50.52781,1.220816,21.90785,52.4372,69.632,18.2194,43.13401,16106.238011289388,150000,150000,39426.0,-42.00615695854639,150001,149953,measure_failed=48,0,PSRR_worst_case_10Hz_10MHz,50.52781,50.52781,50.52781,50.52781,1,3.58,1.095,1.0,20.805,0.915,8.552960732168849,1.1313303775059746,3.58,1.095,1.0,20.805,0.915,8.552960732168849,1.1313303775059746,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,27,339345,ABC,40,-50.69818,50.69818,0,1,1.22087,21.79271,52.2197,69.522,18.2068,43.05076,0,0,0,0,0,0,404.0,1,-50.69818,50.69818,1.22087,21.79271,52.2197,69.522,18.2068,43.05076,16305.230440255256,150000,150000,132319.0,-45.31187424946833,150001,149961,measure_failed=40,0,PSRR_worst_case_10Hz_10MHz,50.69818,50.69818,50.69818,50.69818,1,3.51,1.25,1.0,21.11,0.885,8.523387024874255,1.160691232407417,3.51,1.25,1.0,21.11,0.885,8.523387024874255,1.160691232407417,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,28,340345,ABC,40,-50.51523,50.51523,0,1,1.220894,21.76746,52.2528,69.682,18.2036,45.13586,0,0,0,0,0,0,17.0,1,-50.51523,50.51523,1.220894,21.76746,52.2528,69.682,18.2036,45.13586,17047.20021142438,150000,150000,47277.0,-48.261346501776686,150001,149978,measure_failed=23,0,PSRR_worst_case_10Hz_10MHz,50.51523,50.51523,50.51523,50.51523,1,3.445,1.055,1.0,19.96,0.955,9.247206000438291,1.0653362068201024,3.445,1.055,1.0,19.96,0.955,9.247206000438291,1.0653362068201024,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,29,341345,ABC,40,-50.46072,50.46072,0,1,1.22074,22.0383,52.4785,69.487,18.2649,40.81648,0,0,0,0,0,0,408.0,1,-50.46072,50.46072,1.22074,22.0383,52.4785,69.487,18.2649,40.81648,16430.96965315193,150000,150000,149783.0,-45.32715613635091,150001,149974,measure_failed=27,0,PSRR_worst_case_10Hz_10MHz,50.46072,50.46072,50.46072,50.46072,1,3.79,1.0,1.0,21.705,0.8500000000000001,7.749066010590668,1.2110562468953194,3.79,1.0,1.0,21.705,0.8500000000000001,7.749066010590668,1.2110562468953194,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,0,312345,ACO,40,-51.04513,51.04513,0,1,1.220871,21.68844,52.2,69.456,18.2057,43.20234,0,0,0,0,0,0,306.0,1,-51.04513,51.04513,1.220871,21.68844,52.2,69.456,18.2057,43.20234,23114.377814387903,150000,150000,129000.0,-48.79893395935973,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,51.04513,51.04513,51.04513,51.04513,1,3.585,1.0,1.0,21.39,0.87,8.575990508352422,1.1820779954873384,3.585,1.0,1.0,21.39,0.87,8.575990508352422,1.1820779954873384,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,1,313345,ACO,40,-51.1024,51.1024,0,1,1.220851,21.72851,52.2,69.397,18.2,42.67715,0,0,0,0,0,0,129.0,1,-51.1024,51.1024,1.220851,21.72851,52.2,69.397,18.2,42.67715,22857.09739210829,150000,150000,131000.0,-48.83266477603184,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,51.1024,51.10242,51.1024,51.10242,1,3.625,1.0,1.0,21.56,0.855,8.393852704057,1.1973209695455262,3.625,1.0,1.0,21.56,0.855,8.393852704057,1.1973209695455262,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,2,314345,ACO,40,-51.02985,51.02985,0,1,1.220877,21.67344,52.2002,69.457,18.2,43.39575,0,0,0,0,0,0,125.0,1,-51.02985,51.02985,1.220877,21.67344,52.2002,69.457,18.2,43.39575,24379.918770669028,150000,150000,40760.0,-49.04654491216608,150001,149999,measure_failed=2,0,PSRR_worst_case_10Hz_10MHz,51.02985,51.02985,51.02985,51.02985,1,3.575,1.0,1.0,21.325000000000003,0.875,8.643089851851226,1.1763269390420232,3.575,1.0,1.0,21.325000000000003,0.875,8.643089851851226,1.1763269390420232,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,3,315345,ACO,40,-50.96778,50.96778,0,1,1.220901,21.61841,52.2,69.517,18.2038,43.94592,0,0,0,0,0,0,241.0,1,-50.96778,50.96778,1.220901,21.61841,52.2,69.517,18.2038,43.94592,23304.046456476677,150000,150000,140120.0,-47.1030480703538,150001,150000,measure_failed=1,0,PSRR_worst_case_10Hz_10MHz,50.96778,50.96778,50.96778,50.96778,1,3.54,1.0,1.0,21.21,0.89,8.833854765438394,1.15797058010772,3.54,1.0,1.0,21.21,0.89,8.833854765438394,1.15797058010772,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,4,316345,ACO,40,-51.06425,51.06425,0,1,1.220859,21.7234,52.2002,69.423,18.2,42.99581,0,0,0,0,0,0,129.0,1,-51.06425,51.06425,1.220859,21.7234,52.2002,69.423,18.2,42.99581,18236.039154293016,150000,150000,31040.0,-47.07403204131361,150001,149999,measure_failed=2,0,PSRR_worst_case_10Hz_10MHz,51.06425,51.06425,51.06425,51.06425,1,3.6,1.0,1.0,21.39,0.865,8.504415620096053,1.1881638481242842,3.6,1.0,1.0,21.39,0.865,8.50441561571901,1.188163850573744,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,5,317345,ACO,40,-51.05377,51.05377,0,1,1.220819,21.73901,52.2003,69.248,18.2,41.16935,0,0,0,0,0,0,55.0,1,-51.05377,51.05377,1.220819,21.73901,52.2003,69.248,18.2,41.16935,20358.248101439327,150000,150000,82240.0,-48.84303061353742,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,51.05377,51.05377,51.05377,51.05377,1,3.785,1.0,1.0,22.49,0.81,7.870605435761018,1.2431439376376172,3.785,1.0,1.0,22.49,0.81,7.870605435761018,1.2431439376376172,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,6,318345,ACO,40,-50.79442,50.79442,0,1,1.220943,21.53825,52.2032,69.644,18.2,45.20848,0,0,0,0,0,0,251.0,1,-50.79442,50.79442,1.220943,21.53825,52.2032,69.644,18.2,45.20848,20315.23882541805,150000,150000,17000.0,-46.91773112727419,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,50.79442,50.79442,50.79442,50.79442,1,3.47,1.0,1.0,20.73,0.93,9.271806663302698,1.1043316672828891,3.47,1.0,1.0,20.73,0.93,9.271806663302698,1.1043316672828891,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,7,319345,ACO,40,-51.00856,51.00856,0,1,1.220882,21.66839,52.2021,69.468,18.2,43.56094,0,0,0,0,0,0,265.0,1,-51.00856,51.00856,1.220882,21.66839,52.2021,69.468,18.2,43.56094,22387.32037553564,150000,150000,21680.0,-48.74913765755105,150001,149998,measure_failed=3,0,PSRR_worst_case_10Hz_10MHz,51.00856,51.00856,51.00856,51.00856,1,3.565,1.0,1.0,21.265,0.88,8.700386866171867,1.1707916678094852,3.565,1.0,1.0,21.265,0.88,8.700386866171867,1.1707916678094852,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
hard,SKY130-BGR-hard,7,8,320345,ACO,40,-51.09737,51.09737,0,1,1.220784,21.85382,52.2,69.178,18.2,40.40746,0,0,0,0,0,0,194.0,1,-51.09737,51.09737,1.220784,21.85382,52.2,69.178,18.2,40.40746,20214.42167714052,150000,150000,24200.0,-47.27977300128668,150001,150001,,0,PSRR_worst_case_10Hz_10MHz,51.09737,51.09737,51.09737,51.09737,1,3.86,1.0,1.0,22.55,0.795,7.606453426902846,1.2567424465095365,3.86,1.0,1.0,22.55,0.795,7.606453426902846,1.2567424465095365,1.218694,1.221112,24.2,52.2,64.2,18.2,48.9
